dia,mes,ano,hora,velocidade,direcao,temperatura,umidade,pressao
16,12,2015,3,4.365,17.6524,23.4,87.83146,1017.393
16,12,2015,4,3.813714,1.497752,23.28571,88.20833,1020.666
16,12,2015,5,3.702778,356.612,22.51515,89.60417,1021.103
16,12,2015,6,4.326875,1.438696,23.4,91,1021.192
16,12,2015,7,3.726667,16.82889,25,87.29885,1021.159
16,12,2015,8,3.409444,66.00265,25.48876,81.42405,1021.843
16,12,2015,9,6.092778,86.68711,25.6,84.75581,1018.924
16,12,2015,10,6.127778,77.82443,24.47222,86.83108,1007.333
16,12,2015,11,3.310556,114.8666,25.12121,81.28736,1012.254
16,12,2015,12,5.97,112.7073,24.80172,86.90556,997.1312
16,12,2015,13,7.448333,107.3729,25,84.92222,995.9512
16,12,2015,14,9.40241,104.2319,25.47015,80.41139,1005.961
16,12,2015,15,10.49722,94.43017,25.30159,82.23889,1015.305
16,12,2015,16,10.51222,82.78336,25.25,83.64444,1017.072
16,12,2015,17,11.25556,77.54058,25.3375,88.35556,1002.412
16,12,2015,18,9.972222,71.31379,25.25,90.98876,997.7033
16,12,2015,19,8.367778,57.64314,25.25,88.91111,1003.586
16,12,2015,20,8.820556,52.42489,25.13761,89.73077,1012.109
16,12,2015,21,8.226111,56.53146,25.34783,88.73529,1016.541
16,12,2015,22,8.684444,49.86223,24.76147,89.67857,1014.007
16,12,2015,23,7.196667,48.99282,24.36667,91.52,1003.67
17,12,2015,0,6.408333,45.17493,24.125,93.51042,991.7828
17,12,2015,1,7.411667,37.44053,24.48148,94.46316,990.5397
17,12,2015,2,8.788889,38.03823,24.39535,94.11765,982.0342
17,12,2015,3,7.64,38.29529,24.52174,93.21765,983.3338
17,12,2015,4,6.287222,32.06968,24.39286,95.46753,983.3262
17,12,2015,5,6.111667,35.89228,24.26667,96.75,987.7607
17,12,2015,6,4.491667,22.76627,24.44444,95.01282,1015.283
17,12,2015,7,6.67,22.22323,24.66667,88.76111,1016.778
17,12,2015,8,5.362222,17.55168,25.95935,78.5,1010.556
17,12,2015,9,4.902222,60.90335,26.94444,73.375,1015.863
17,12,2015,10,7.825,99.95978,26.25641,83.93889,964.415
17,12,2015,11,10.04444,97.78737,25.90625,82.91111,973.4165
17,12,2015,12,12.53167,96.10236,25.55952,83.56934,1005.61
17,12,2015,13,12.98389,95.64598,25.13793,85.88889,1004.727
17,12,2015,14,12.07944,95.73047,25.19444,84.45783,996.1573
17,12,2015,15,13.07556,84.80025,25.24342,84.98333,989.314
17,12,2015,16,12.42611,81.4802,25.3253,86.07101,977.6063
17,12,2015,17,11.57056,77.4107,25.40741,85.06667,985.8402
17,12,2015,18,11.55889,71.82441,25.1831,85.0977,990.2062
17,12,2015,19,9.584444,55.72507,25.38462,85.19388,984.3598
17,12,2015,20,8.724444,54.24114,25.32,87.325,992.8722
17,12,2015,21,8.476111,51.73427,25.33333,89.12821,997.2492
17,12,2015,22,7.598889,44.76977,24.90323,90.07194,1005.803
17,12,2015,23,7.402222,42.13944,24.66667,93.46667,988.6118
18,12,2015,0,7.884444,33.30182,24.39583,94.01829,995.1013
18,12,2015,1,6.948889,26.71824,24.33333,94.43333,984.4487
18,12,2015,2,7.030556,31.46639,24.07143,97.50926,937.5343
18,12,2015,3,8.492222,32.89311,24.15,94.34483,962.5585
18,12,2015,4,8.041667,25.73975,24.47619,94.68333,970.3242
18,12,2015,5,7.059444,25.34066,23.68276,91.98295,1003.924
18,12,2015,6,4.173333,16.39524,23.71875,91.29775,1016.745
18,12,2015,7,6.72,38.29185,24.05096,84.87647,1013.734
18,12,2015,8,6.189444,30.50561,25.08403,77.44231,1012.584
18,12,2015,9,6.509444,81.70246,26.10417,76.46471,1002.985
18,12,2015,10,10.58833,87.02869,25.5625,79.40556,1009.728
18,12,2015,11,11.57056,86.13193,25.64706,76.79444,1009.162
18,12,2015,12,12.96056,85.44015,25.75325,77.75556,1005.96
18,12,2015,13,12.78,84.71285,25.56291,74.45556,1003.818
18,12,2015,14,13.36444,81.81956,25.55414,77.15,1004.58
18,12,2015,15,13.15,80.47835,25.43333,77.33333,1002.639
18,12,2015,16,13.08889,77.93891,25.03846,77.66092,1001.389
18,12,2015,17,11.65722,62.64428,24.76271,76.51667,1004.477
18,12,2015,18,10.41778,53.40975,24.83178,78.01734,1005.137
18,12,2015,19,8.869444,52.49914,24.375,83.70707,1006.022
18,12,2015,20,8.521667,52.17258,23.97826,84.64407,1009.063
18,12,2015,21,8.051667,54.43118,23.26613,85.36486,1010.777
18,12,2015,22,7.098889,40.72274,23.43333,86.64286,1011.435
18,12,2015,23,7.108333,37.52815,23.4,88.05882,1014.074
19,12,2015,0,6.808333,27.67229,23.43333,90.33929,1013.837
19,12,2015,1,6.665,30.37729,22.60448,93.06173,1013.367
19,12,2015,2,6.165556,30.86582,22.90722,91.625,1013.595
19,12,2015,3,5.115556,13.16901,22.56522,94.23478,1012.646
19,12,2015,4,5.222778,40.34169,22.57143,94.84211,1009.247
19,12,2015,5,5.174444,40.81682,22.37143,95.19512,1012.391
19,12,2015,6,4.715556,34.20018,22.50467,93.58108,1015.562
19,12,2015,7,5.086111,37.31807,23.9058,89.35461,1016.506
19,12,2015,8,5.423889,64.09966,24.28889,83.74627,1017.16
19,12,2015,9,7.870556,68.011,24.85714,76.71667,1017.245
19,12,2015,10,9.573333,83.82142,24.33121,77.78889,1016.147
19,12,2015,11,11.93611,83.94574,24.21374,78.56111,1015.485
19,12,2015,12,13.22611,83.94578,24.97959,73.4,1014.439
19,12,2015,13,13.60056,84.93215,24.55063,77.25301,1013.199
19,12,2015,14,13.55944,83.69468,24.25743,80.47222,1013.166
19,12,2015,15,13.57389,82.20502,24.30882,82.12778,1013.15
19,12,2015,16,13.43722,78.89662,24.22124,81.73034,1012.278
19,12,2015,17,11.77944,72.02259,24.55789,81.70635,1013.213
19,12,2015,18,10.26389,53.31124,24.80282,80.27586,1014.27
19,12,2015,19,9.673889,55.08743,23.88421,80.21324,1014.105
19,12,2015,20,9.517778,55.12877,23.46154,85.76842,1012.829
19,12,2015,21,8.51,54.27358,23.4,87.5,1012.363
19,12,2015,22,7.036667,49.84206,23.33846,89.0125,1011.427
19,12,2015,23,6.229609,55.01324,23.03676,92.54545,1011.645
20,12,2015,0,6.95,43.07864,23.28571,92.54286,1012.675
20,12,2015,1,7.377778,31.46333,23.25373,90.48077,1011.424
20,12,2015,2,6.649444,16.96411,22.80952,90.40385,1012.771
20,12,2015,3,6.966111,25.67155,22.63699,91.47222,1013.128
20,12,2015,4,5.413333,22.05841,22.55172,92.26316,1013.63
20,12,2015,5,5.055,16.3879,22.37209,93.4359,1014.028
20,12,2015,6,4.146667,24.11027,22.44898,91.71053,1014.301
20,12,2015,7,3.377222,21.60507,23.57463,88.16667,1015.611
20,12,2015,8,3.748333,77.24449,23.44643,81.67808,1015.569
20,12,2015,9,4.831667,101.4966,23.05109,85.13333,1016.415
20,12,2015,10,6.808889,106.1783,22.01449,83.58427,1015.972
20,12,2015,11,8.837778,102.2382,22.30337,83.22857,1015.343
20,12,2015,12,10.33611,99.82913,22.40854,84.1686,1015.608
20,12,2015,13,11.36222,94.00697,23.13636,81.54444,1015.25
20,12,2015,14,11.06833,94.95751,23.20455,82.52778,1014.159
20,12,2015,15,10.42667,91.51129,23.28289,84.01744,1013.642
20,12,2015,16,11.465,82.62497,23.71233,83.86709,1014.603
20,12,2015,17,11.645,77.89849,24.02083,83.33889,1014.494
20,12,2015,18,11.58833,77.06293,23.5,84.54,1014.32
20,12,2015,19,10.51944,68.94943,24.09333,82.16667,1014.732
20,12,2015,20,7.983889,59.2732,24.05,82.875,1014.604
20,12,2015,21,8.166667,58.52619,23.76111,83.09524,1015.609
20,12,2015,22,8.165556,54.28471,23.69412,83.92063,1015.923
20,12,2015,23,7.657778,44.17667,23.69903,86.32813,1015.802
21,12,2015,0,7.777222,43.60303,23.42857,87.78431,1016.03
21,12,2015,1,7.988333,52.58565,23.51351,85.82353,1015.626
21,12,2015,2,6.621667,43.53404,23.31479,86.75,1015.633
21,12,2015,3,4.612778,19.36542,23.11607,89.92308,1015.933
21,12,2015,4,4.014444,16.5319,22.61818,91.52381,1016.555
21,12,2015,5,3.876667,19.25022,22.67901,91.92784,1017.079
21,12,2015,6,3.278333,5.030863,23.5463,91.44,1018.277
21,12,2015,7,3.710556,61.03737,24.18657,87.90588,1018.847
21,12,2015,8,4.182778,93.36885,25.40541,83.35443,1019.44
21,12,2015,9,5.369444,103.6959,25.25532,85.52601,1020.537
21,12,2015,10,7.386667,104.0149,25.51724,82.65318,1020.159
21,12,2015,11,9.407222,101.3845,25.30612,82.66292,1018.631
21,12,2015,12,9.98,100.6831,23.61607,83.30556,1017.854
21,12,2015,13,10.71833,94.77918,24.14724,84.27222,1017.649
21,12,2015,14,11.28611,90.26045,23.41447,82.58333,1017.636
21,12,2015,15,10.85833,85.35145,24.85294,80.6087,1018.262
21,12,2015,16,10.46444,83.70646,24.18681,81.34454,1017.478
21,12,2015,17,11.01611,82.19744,22.96154,82.88068,1017.435
21,12,2015,18,11.06111,82.0911,22.72477,79.15,1017.723
21,12,2015,19,9.996667,80.5739,23.49412,78.09302,1018.415
21,12,2015,20,10.04278,81.14043,24.12745,81.29444,1018.885
21,12,2015,21,9.749444,82.0286,23.85124,82.42073,1018.534
21,12,2015,22,9.568333,83.30031,22.92913,84.30337,1018.257
21,12,2015,23,9.078889,81.73954,22.17708,84.04848,1017.876
22,12,2015,0,8.401667,86.32498,21.88406,86.55556,1017.757
22,12,2015,1,6.353333,75.29642,22.16923,87.62393,1017.257
22,12,2015,2,4.783019,56.54663,22.47059,88.35135,1016.694
22,12,2015,3,3.432653,38.14127,22.79381,87.49462,1016.806
22,12,2015,4,2.1,0.722096,21.80769,89.34615,1016.769
22,12,2015,5,2.488333,27.42288,22.26923,89.82432,1018.593
22,12,2015,6,1.858889,12.98825,22.02907,91.21429,1017.44
22,12,2015,7,1.836111,50.03839,22.90426,89.96471,1018.378
22,12,2015,8,3.512222,98.86533,24.28571,87.15044,1018.004
22,12,2015,9,5.387222,105.1372,25.47826,83.70755,1018.07
22,12,2015,10,5.92,109.991,23.57143,85.07586,1017.932
22,12,2015,11,7.032778,109.4072,21.53333,85.77241,1016.195
22,12,2015,12,9.799444,106.5546,22.09434,85.55233,1015.579
22,12,2015,13,11.19278,97.28224,21.2549,90.91111,1014.92
22,12,2015,14,9.539444,81.73554,21.80597,88.00575,1014.25
22,12,2015,15,9.527778,77.74345,23.52273,78.99444,1013.238
22,12,2015,16,9.372778,76.96548,24.01075,79.27778,1013.046
22,12,2015,17,9.391667,85.70913,23.125,78.09551,1013.158
22,12,2015,18,9.026667,80.65511,23.21333,81.4023,1013.169
22,12,2015,19,8.412222,81.13166,22.98039,84.01667,1014.027
22,12,2015,20,8.581667,78.2553,22.64198,85.51408,1015.01
22,12,2015,21,8.343333,86.35722,22.22667,87.42222,1014.802
22,12,2015,22,8.691111,86.69302,21.73333,85.8,1014.656
22,12,2015,23,7.535556,88.80007,22.24242,88.27222,1013.6
23,12,2015,0,7.360556,82.03498,22.58242,86.07059,1014.213
23,12,2015,1,6.458333,77.63985,22.97701,84.26554,1013.939
23,12,2015,2,4.301685,51.47398,22.84615,86.27049,1013.785
23,12,2015,3,2.35,45.06338,22.3937,88.36842,1013.847
23,12,2015,4,1.203101,35.55369,21.86047,88.36842,1013.58
23,12,2015,5,1.13252,8.427181,22.18182,89.43137,1014.324
23,12,2015,6,1.498883,87.62378,20.61628,89.43137,1014.956
23,12,2015,7,1.992222,55.7429,22.6378,86.6,1015.316
23,12,2015,8,3.38,87.76944,22.4557,82.11039,1015.976
23,12,2015,9,5.155556,107.3415,22.60241,79.8012,1016.324
23,12,2015,10,6.483333,112.2588,22.20325,80.90741,1016.072
23,12,2015,11,7.631667,109.0292,22.0241,84.76111,1014.883
23,12,2015,12,12.29167,75.62424,21.51678,87.86111,1014.846
23,12,2015,13,9.195556,71.78465,23.07527,73.33889,1014.793
23,12,2015,14,8.583333,98.68189,22.54545,78.53333,1014.085
23,12,2015,15,9.651667,111.6534,21.45977,83.72222,1013.542
23,12,2015,16,8.583889,100.3672,22.1338,84.69128,1013.563
23,12,2015,17,8.683889,89.90298,22.82581,85.35897,1012.884
23,12,2015,18,8.928333,86.57528,22.77228,85.94771,1012.747
23,12,2015,19,9.335,79.33692,23.25,83.64972,1012.658
23,12,2015,20,9.537778,81.26876,23.375,85.3209,1013.107
23,12,2015,21,9.018889,70.70263,23.63636,85.84106,1012.803
23,12,2015,22,7.366111,59.40362,23.59756,87.38318,1013.239
23,12,2015,23,6.626667,62.91676,23.29197,88.22727,1013.309
24,12,2015,0,5.572778,55.90122,23.31111,88.56522,1013.272
24,12,2015,1,6.321111,46.67392,23.42857,90.18182,1013.349
24,12,2015,2,5.547778,39.88057,23.59091,90.52381,1013.008
24,12,2015,3,4.500556,22.66478,23.37255,90.36111,1013.235
24,12,2015,4,4.62069,16.15662,23.275,91.33766,1013.36
24,12,2015,5,3.904545,15.78118,23.14286,93.08,1013.279
24,12,2015,6,2.991667,25.73492,23.03704,92.46429,1014.475
24,12,2015,7,3.508889,64.57769,22.91667,89.85057,1015.237
24,12,2015,8,3.945,100.0684,22.06294,87.71538,1015.069
24,12,2015,9,5.178333,107.2138,22.19178,87.43478,1014.192
24,12,2015,10,7.861111,97.01717,22.56322,84.14375,1015.13
24,12,2015,11,10.00333,94.92177,23,83.93333,1014.361
24,12,2015,12,11.43778,91.98574,23.77358,83.76111,1014.071
24,12,2015,13,12.81889,88.19951,23.90698,81.19394,1013.992
24,12,2015,14,12.66056,85.61769,24.54237,81.59259,1012.103
24,12,2015,15,12.60167,83.60677,24.73333,81.88889,1011.665
24,12,2015,16,12.57611,81.53672,25.12281,78.35556,1010.707
24,12,2015,17,11.29667,75.56465,25.09565,79.78528,1011.438
24,12,2015,18,10.24167,66.17129,24.64118,80.96129,1012.556
24,12,2015,19,8.442222,55.00662,24.44444,84.70423,1012.806
24,12,2015,20,8.087222,55.95336,24.21739,86.45794,1012.405
24,12,2015,21,7.811111,59.48524,24.35,86.43836,1011.592
24,12,2015,22,8.232778,53.55256,24.41667,86.83333,1009.604
24,12,2015,23,9.037778,51.61489,24.51515,87.98684,1009.482
25,12,2015,0,8.051667,39.30061,23.93651,91.46154,1009.145
25,12,2015,1,7.136667,30.7539,23.35,92.3125,1009.601
25,12,2015,2,7.521111,37.06921,23.58065,92.51613,1010.059
25,12,2015,3,7.676301,36.11787,23.52,93.03571,1009.751
25,12,2015,4,7.657447,33.8467,23.49,93.30004,1008.177
25,12,2015,5,7.944095,33.39023,23.46,93.56436,1007.961
25,12,2015,6,6.486111,30.04216,24,94.14286,1008.212
25,12,2015,7,6.496667,29.12426,24.09286,90.49444,1008.889
25,12,2015,8,6.945556,30.29647,25.78846,76.61111,1009.568
25,12,2015,9,6.512222,26.86383,27.73529,67.9,1010.037
25,12,2015,10,7.266667,93.32888,26.87736,72.84444,1010.03
25,12,2015,11,8.587778,96.93023,25.54074,73.76667,1009.161
25,12,2015,12,11.65278,95.72172,25.31618,75.54444,1008.439
25,12,2015,13,13.23722,93.06877,25.11321,77.13889,1007.881
25,12,2015,14,13.55,86.51023,24.86719,80.93678,1007.28
25,12,2015,15,12.69944,82.4346,24.61212,84.7,1006.604
25,12,2015,16,11.96333,78.32561,25.13889,83.65,1006.209
25,12,2015,17,12.55833,78.05603,25.07692,84.96471,1005.773
25,12,2015,18,12.80111,72.31719,24.39873,88.09346,1006.013
25,12,2015,19,12.10667,67.28767,24.71034,88.77444,1007.437
25,12,2015,20,9.616667,53.66623,24.69737,88.91803,1008.774
25,12,2015,21,10.38056,53.63727,24.42105,88.46269,1009.006
25,12,2015,22,9.265,57.28825,24.3871,90.75,1009.529
25,12,2015,23,8.038333,47.47825,23.72857,91.71622,1009.579
26,12,2015,0,7.218333,48.01227,23.34,91.88462,1009.549
26,12,2015,1,6.532222,30.14355,23.5,93.69231,1009.164
26,12,2015,2,5.948333,29.71409,23.5,95.41176,1008.93
26,12,2015,3,5.729444,39.43052,23.22222,96.41667,1008.734
26,12,2015,4,5.31,37.09769,22.33333,97.36842,1009.897
26,12,2015,5,4.930556,25.98714,22.29839,98.08989,1010.257
26,12,2015,6,3.551111,32.38829,22.5,97.90385,1011.184
26,12,2015,7,6.311111,40.43989,23.88462,93.14189,1010.651
26,12,2015,8,6.922778,41.31648,25.69828,77.65537,1010.632
26,12,2015,9,6.956111,69.1051,26.07143,70.90857,1010.992
26,12,2015,10,9.582778,82.75565,26.16981,67.96067,1012.662
26,12,2015,11,11.98611,86.97911,25.92857,67.40556,1013.223
26,12,2015,12,13.45389,86.95701,25.22137,73.83333,1011.781
26,12,2015,13,15.32722,85.09886,24.91111,77.3,1011.274
26,12,2015,14,14.61778,83.08222,25.96721,76.43333,1011.036
26,12,2015,15,13.66611,62.87551,27.35135,65.26667,1010.97
26,12,2015,16,12.77722,64.43975,27.25,61.52778,1011.023
26,12,2015,17,12.82444,66.70508,25.83471,73.66111,1010.437
26,12,2015,18,10.44778,53.22465,25.59375,71.39888,1010.972
26,12,2015,19,10.17778,52.44569,24.44186,77.39355,1011.146
26,12,2015,20,9.920556,53.02921,23.80172,85.20741,1011.932
26,12,2015,21,8.478889,45.52343,23.2,89.52778,1012.488
26,12,2015,22,9.007222,48.81365,23.54545,90.41667,1012.168
26,12,2015,23,8.216111,45.31485,23.35849,91.16129,1012.449
27,12,2015,0,7.770556,41.59422,23.375,91.675,1012.455
27,12,2015,1,7.696111,35.92748,23,92.91176,1012.505
27,12,2015,2,7.807222,36.3824,22.7381,92.95522,1012.036
27,12,2015,3,7.015556,31.19676,22.53846,94.23333,1011.983
27,12,2015,4,7.205556,27.35067,22.76923,93.24615,1012.172
27,12,2015,5,6.675,21.18559,22.82105,92.775,1012.672
27,12,2015,6,5.592778,22.36577,22.74854,94.23913,1012.628
27,12,2015,7,5.656667,19.51762,23.94872,88.84571,1012.624
27,12,2015,8,6.645,28.56143,25.49438,76.82353,1013.006
27,12,2015,9,6.324444,50.22791,26.86957,67.46111,1013.059
27,12,2015,10,9.919444,86.9517,25.53846,76.13333,1012.778
27,12,2015,11,12.10444,85.49442,25.85393,72.58333,1012.701
27,12,2015,12,12.58611,89.09224,25.66463,71.87778,1011.695
27,12,2015,13,12.99389,89.11908,25.38356,76.72778,1010.508
27,12,2015,14,13.825,87.8471,24.53237,81.74444,1009.325
27,12,2015,15,14.27833,77.47383,26.22727,76.69136,1008.636
27,12,2015,16,13.47389,75.89096,25.50676,80.36429,1007.772
27,12,2015,17,12.91111,72.84874,25.45455,79.81169,1007.719
27,12,2015,18,12.325,64.7798,25.2037,81.7931,1008.22
27,12,2015,19,8.748333,48.35742,24.57447,83.10714,1008.348
27,12,2015,20,7.631111,32.65144,24.01563,88.26012,1009.095
27,12,2015,21,8.138889,40.68416,23.32558,92.78723,1009.498
27,12,2015,22,9.418889,46.07806,23.31579,93.9661,1010.162
27,12,2015,23,8.592778,41.44062,23.25,92.76471,1014.896
28,12,2015,0,6.311667,24.9954,22.97368,94.46512,1014.995
28,12,2015,1,4.362222,333.7694,19.65789,95.63492,1016.472
28,12,2015,2,3.796111,330.2705,18.93617,94.8022,1017.212
28,12,2015,3,3.004444,356.896,20.0137,92.08571,1017.26
28,12,2015,4,3.423333,12.09077,21.08,91.55556,1017.389
28,12,2015,5,4.598333,8.630194,22.88372,90.05,1017.113
28,12,2015,6,4.511667,2.413658,23.03636,87.91803,1017.296
28,12,2015,7,4.748889,12.55464,24.51765,86,1017.92
28,12,2015,8,4.853548,45.9988,26.26042,75.91791,1017.955
28,12,2015,9,6.15896,96.29017,26.38095,81.13924,1017.943
28,12,2015,10,7.082222,100.3602,25.3125,88.05422,1017.779
28,12,2015,11,9.278333,96.58659,23.37222,86.91667,1017.499
28,12,2015,12,12.25444,89.62885,23.39444,83.75556,1016.584
28,12,2015,13,13.48722,86.07014,24.21154,79.91111,1015.743
28,12,2015,14,12.86,85.62848,23.91391,84.30556,1015.429
28,12,2015,15,13.16167,87.12398,24.21429,86.05056,1014.865
28,12,2015,16,13.25667,84.67581,23.9009,87.9625,1014.47
28,12,2015,17,12.04222,78.90671,24.59091,86.61728,1015.198
28,12,2015,18,10.43111,71.42586,24.47222,86.60795,1016.901
28,12,2015,19,9.141667,63.19415,24.14286,87.83333,1017.508
28,12,2015,20,9.628333,55.35598,23.90476,84.9898,1017.939
28,12,2015,21,8.222222,48.72217,24.24113,86.48889,1018.432
28,12,2015,22,7.848333,42.7851,23.84848,88.89333,1018.185
28,12,2015,23,8.114444,37.47295,23.48148,91.76596,1018.078
29,12,2015,0,7.708333,33.66788,23.55556,93.76471,1017.845
29,12,2015,1,8.178333,29.67529,23.6875,93.42857,1017.829
29,12,2015,2,7.29,19.18756,23.51351,93.53704,1018.054
29,12,2015,3,7.547778,26.6423,23.57143,92.5,1018.22
29,12,2015,4,7.882778,31.91129,23.84848,91.46154,1018.811
29,12,2015,5,7.642778,42.3275,24.52,92.36486,1019.856
29,12,2015,6,6.055,39.61862,24.17391,95.82692,1020.392
29,12,2015,7,5.055,41.95327,24.83333,94.39024,1020.545
29,12,2015,8,5.676667,67.17429,26.10345,85.44444,1020.981
29,12,2015,9,7.244444,91.60618,25.65217,87.99444,1020.72
29,12,2015,10,9.227778,90.75535,25.50467,86.01111,1020.906
29,12,2015,11,11.09056,90.6827,25.9359,85.1,1020.164
29,12,2015,12,12.49222,85.1423,25.48276,87.32222,1019.975
29,12,2015,13,11.025,87.18005,26.28947,81.98851,1019.889
29,12,2015,14,11.55389,90.4127,25.66667,83.53977,1020.159
29,12,2015,15,11.45833,87.82372,25.57843,86.16111,1019.783
29,12,2015,16,11.11111,82.6726,25.83333,85.06471,1019.131
29,12,2015,17,10.66667,78.12676,25.57018,87.25333,1019.314
29,12,2015,18,9.288333,74.30756,25.25455,88.85714,1020.973
29,12,2015,19,8.314444,62.71224,25.45161,88.2093,1020.387
29,12,2015,20,8.486111,60.32637,25.61905,85.91111,1020.714
29,12,2015,21,7.704444,65.10257,25.53846,90.18868,1020.953
29,12,2015,22,7.128889,54.50734,25.2,92.27119,1021.09
29,12,2015,23,8.245,48.54254,25,90.59551,1019.606
30,12,2015,0,6.637778,41.89823,24.16667,94.31081,1019.164
30,12,2015,1,6.742222,38.60565,23.41667,95.30189,1018.287
30,12,2015,2,6.042222,39.59297,23.57353,96.20313,1018.269
30,12,2015,3,4.627222,32.23336,23.54737,98.34211,1018.93
30,12,2015,4,4.072778,21.25299,24.36842,98.53782,1019.486
30,12,2015,5,3.901111,26.38522,24.52632,97.67391,1019.52
30,12,2015,6,3.978889,16.75347,23.21667,98.71084,1019.957
30,12,2015,7,5.803889,31.75048,23.90476,93.8,1020.533
30,12,2015,8,4.887778,51.55515,25.50588,84.09231,1020.6
30,12,2015,9,4.198889,87.25128,26.33333,81.93038,1021.061
30,12,2015,10,5.982778,103.8744,25.54023,87.48718,1020.93
30,12,2015,11,6.664444,101.9167,25.41096,87.28049,1020.707
30,12,2015,12,8.307778,102.1046,25.70833,87.02778,1020.209
30,12,2015,13,11.02389,95.42788,25.26119,89.49624,1019.486
30,12,2015,14,11.985,90.62567,25.50538,88.39157,1018.836
30,12,2015,15,12.19167,87.40995,25.76692,86.83333,1018.721
30,12,2015,16,12.15111,84.44854,25.40278,87.59459,1018.183
30,12,2015,17,12.28324,78.64418,24.28947,87.96815,1012.575
30,12,2015,18,11.26798,75.97575,24.38182,88.71084,1007.203
30,12,2015,19,11.13667,71.28971,25.52941,90.86286,1019.149
30,12,2015,20,10.50111,69.10362,25.56522,88.76923,1019.453
30,12,2015,21,8.435,67.46317,25.55882,89.73611,1019.58
30,12,2015,22,7.847222,57.3306,25.52174,90.40541,1019.22
30,12,2015,23,9.351667,54.54714,23.73228,90.77778,1018.409
31,12,2015,0,10.00889,52.5685,24.01538,90.56716,1018.076
31,12,2015,1,8.883889,49.34202,23.42308,90.07216,1017.721
31,12,2015,2,8.339444,49.35623,23.33333,93.16,1016.619
31,12,2015,3,7.939444,45.21754,23.5625,93.86441,1017.45
31,12,2015,4,6.596667,38.58008,23.46429,95,1018.029
31,12,2015,5,5.926111,35.7357,23.46154,95.72414,1018.069
31,12,2015,6,4.361111,25.68029,23.56757,96.42308,1018.589
31,12,2015,7,4.836111,30.67239,24.65116,94.12963,1018.978
31,12,2015,8,5.113889,51.79965,26.09259,85.14865,1019.041
31,12,2015,9,7.537222,90.91418,25.54545,90.6125,1018.871
31,12,2015,10,10.29222,91.18719,23.55844,91.14286,1018.304
31,12,2015,11,12.19056,90.47396,23.36986,90.56738,1017.005
31,12,2015,12,13.68833,87.1827,23.24074,88.64583,1016.574
31,12,2015,13,14.60778,83.54657,23.875,87.00556,1016.205
